,id,cast,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,tmdb_score
0,tm1000037,"['Luna Wedler', 'Jannis Niewöhner', 'Milan Peschel', 'Edin Hasanović', 'Anna Fialová', 'Marlon Boess', 'Victor Boccard', 'Fleur Geffrier', 'Aziz Dyab', 'Mélanie Fouché', 'Elizaveta Maximová', 'Daniela Hirsh', 'Sara Sandeva', 'Christian Schwochow']",Je suis Karl,MOVIE,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",2021.0,R,126.0,"['drama', 'thriller', 'european', 'romance']","['CZ', 'DE']",0.0,5.4,5.5
1,tm1000166,"['Glenn Fredly', 'Marcello Tahitoe', 'Andien Aisyah', 'Cantika Abigail', 'Gamaliel Tapiheru', 'M. Irfan Ramli', 'Saron Sakina']",Wave of Cinema: Surat Dari Timur,MOVIE,"Featuring a mix of film footage and special performances, this virtual concert honors the memory and music of revered Indonesian singer Glenn Fredly.",2020.0,,57.0,['music'],['ID'],0.0,0.0,0.0
2,tm1000185,"['Adrianna Chlebicka', 'Mateusz Banasiuk', 'Mirosław Baka', 'Anna Smołowik', 'Krzysztof Czeczot', 'Wojciech Kalarus', 'Bartłomiej Kotschedoff', 'Agnieszka Żulewska', 'Tomasz Karolak', 'Jacek Knap', 'Sebastian Stankiewicz', 'Jarosław Boberek', 'Ewa Kolasińska', 'Izabela Dąbrowska', 'Grażyna Zielińska', 'Helena Mazur', 'Grzegorz Daukszewicz', 'Iwo Rajski', 'Izabela Dąbrowska', 'Marek Braun', 'Filip Zylber']",Squared Love,MOVIE,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,2021.0,,102.0,"['comedy', 'romance']",['PL'],0.0,5.1,6.1
3,tm100027,"['Dharmendra', 'Hema Malini', 'Zeenat Aman', 'Prem Chopra', 'Zakir Mukhamedzhanov', 'Sofiko Chiaureli', 'Yelena Sanayeva', 'Frunzik Mkrtchyan', 'Maya-Gozel Aimedova', 'Umesh Mehra', 'Latif Faiziyev']",Alibaba Aur 40 Chor,MOVIE,"The movie is based on the story of Ali Baba and the Forty Thieves, from the One Thousand and One Nights or Arabian Tales. The role of Ali Baba is played by Dharmendra and Hema Malini play Morjina.",1979.0,,146.0,"['drama', 'romance', 'action', 'fantasy', 'family']","['SU', 'IN']",0.0,6.2,6.8
4,tm1000296,"['Yang Tianxiang', 'He Zhang', 'Xuan Xiaoming', 'Li Shimeng', 'Keer Zhu', 'Zhenhe Ling', 'Ruoban Liu', 'Zhang Yaohan', 'Guo Haoran', 'Zengzhi Gao', 'Dashiell McGaha-Schletter', 'Jonny Siew', 'Zhang Zhe', 'Zhao Ji']",New Gods: Nezha Reborn,MOVIE,"Three thousand years ago, the world was in turmoil and a great calamity befell both man and god. However, the dragons are not satisfied with their grudge against Nezha, and Li Yunxiang, who has the spirit of Nezha, cannot escape the fate of being killed by the dragons. With the East China Sea at stake, will Li Yunxiang be able to fight alongside Nezha's spirit and become a hero against the dragons? Will the people of East China Sea be saved?",2021.0,,116.0,"['animation', 'action', 'fantasy']",['CN'],0.0,6.8,8.2
5,tm1000551,"['Ini Dima-Okojie', 'Ruslaan Mumtaz', 'Richard Mofe-Damijo', 'Joke Silva', 'Osas Ighodaro', 'Anee Icha', 'Sujata Sehgal', 'Koye Kekere Ekun', 'Suliman Ibrahim', 'Imoh Eboh', 'Frodd', 'Hamisha Daryani Ahuja', 'Hamisha Daryani Ahuja']",Namaste Wahala,MOVIE,A Nigerian woman and an Indian man won't let cultural differences get in the way of their romance.,2020.0,,106.0,"['comedy', 'drama', 'romance']",['NG'],0.0,5.1,7.7
6,tm1000599,"['David Kopenawa Yanomami', 'Ehuana Yaira Yanomami', 'Pedrinho Yanomami', 'Joselino Yanomami', 'Nilson Wakari Yanomami', 'Júnior Wakari Yanomami', 'Luiz Bolognesi']",The Last Forest,MOVIE,"In powerful images, alternating between documentary observation and staged sequences, and dense soundscapes, Luiz Bolognesi documents the Indigenous community of the Yanomami and depicts their threatened natural environment in the Amazon rainforest.",2021.0,,74.0,"['drama', 'documentation']",['BR'],0.0,7.3,7.0
7,tm1000619,"['Prabhas', 'Pooja Hegde', 'Bhagyashree', 'Sathyaraj', 'Krishnam Raju', 'Jagapati Babu', 'Priyadarshi Pullikonda', 'Murali Sharma', 'Kunaal Roy Kapur', 'Sachin Khedekar', 'Riddhi Kumar', 'Sathyan Sivakumar', 'Jayaram', 'Thalaivasal Vijay', 'Sasha Chettri', 'Mahati Bikshu', 'Surya Bhagawan Das', 'Mandava Sai Kumar', 'Radha Krishna Kumar']",Radhe Shyam,MOVIE,"Vikramaditya, a world-renowned palmist, believes love does not exist in his stars, until he meets Prerana. But when destiny tries to pull them apart, will love prevail?",2022.0,,138.0,"['drama', 'romance']",['IN'],0.0,5.3,5.5
8,tm1000797,"['Kiko Mizuhara', 'Honami Sato', 'Yoko Maki', 'Anne Suzuki', 'Shunsuke Tanaka', 'Tetsushi Tanaka', 'Sara Minami', 'Yui Uemura', 'Shinya Niiro', 'Setsuko Karasuma', 'Ryuichi Hiroki']",Ride or Die,MOVIE,"Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",2021.0,R,142.0,"['thriller', 'romance', 'drama']",['JP'],0.0,5.6,6.5
9,tm100106,"['John Lloyd Cruz', 'Toni Gonzaga', 'Diane Medina', 'Angel Locsin', 'Kaye Abad', 'Bea Saw', 'Jodi Sta. Maria', 'Denise Laurel', 'Gee-Ann Abrahan', 'Carlos Agassi', 'Ketchup Eusebio', 'JM de Guzman', 'Joross Gamboa', 'Nico Antonio', 'Arnold Reyes', 'Cai Cortez', 'Atoy Co', 'Janet Dangcalan', 'Naomi Tamayo', 'Mely Soriano', 'Cathy Garcia-Molina']",My Amnesia Girl,MOVIE,"When Apollo finds himself surrounded by friends who are beginning to settle down, he is faced with the possibility of finding his true love. It all boils down to one name: Irene. It must be fate then, when he once again sees Irene, his ex-girlfriend from three years ago with whom he had the best memories with. Apollo and Irene were a perfect couple until circumstances led them to fall apart.Now, Irene has no recollection of Apollo, having acquired amnesia shortly after their separation. Apollo sees this as the perfect opportunity to pursue Irene again, and be able to undo all the mistakes he made in the past, by offering Irene the best memories she could ever have.True love is difficult to resist, they learn. Just when they find themselves ready to commit to each other, the pains from the past catch up with them, challenging them to finally own up to the mistakes made and lies said, and eventually realize what it is to forgive and forget.",2010.0,,110.0,"['comedy', 'romance']",['PH'],0.0,6.7,6.4
10,tm1001095,"['Rajkummar Rao', 'Varun Sharma', 'Janhvi Kapoor', 'Manav Vij', 'Sarita Joshi', ""Alexx O'Nell"", 'Rajesh Jais', 'Anurag Arora', 'Sumit Gulati', 'Hardik Mehta']",Roohi,MOVIE,Roohi is set in a fictional town of North India. The film revolves around two small-town boys Bhaura and Kattanni who are stuck in a forest with Roohi. But there’s an insidious spirit following them with feet turned backwards.,2021.0,,134.0,"['comedy', 'horror']",['IN'],0.0,4.3,4.9
11,tm1001097,"['Gracie Marie Bradley', 'Aleyse Shannon', 'Niecy Nash', 'Giancarlo Esposito', 'Kyle Bary', 'Micheal Ward', 'Sharon Stone', 'Sarah Stavrou', 'James Urbaniak', 'Andre Ozim', 'Larena Danielle', 'Atibon Nazaire', 'Hollie Wright', 'Joey Bada$$', 'Andrew Dosunmu']",Beauty,MOVIE,"A young singer on the brink of a promising career finds herself torn between a domineering family, industry pressures and her love for her girlfriend.",2022.0,R,95.0,"['drama', 'music', 'romance']",['US'],0.0,3.9,5.9
12,tm1001108,"['The Notorious B.I.G.', 'Sean Combs', 'Faith Evans', 'Damion Butler', 'Voletta Wallace', ""Lil' Cease"", 'Gwendolyn Wallace', 'Dave Wallace', 'C Gutta', 'Hubert Sam', 'Donald Harrison', 'Chico Del Vec', 'Olie', 'Jasmine Ayuso', ""Lil' Kim"", 'Francisco Nieto', '50-Grand', 'Supreme', 'Mr. Cee', 'Matteo Capoluongo', 'Tyanna Wallace', 'Easy Mo Bee', 'Mark Pitts', 'Fab 5 Freddy', 'Tupac Shakur', 'C.J. Wallace', 'Tichina Arnold', 'Big Daddy Kane', 'Art Blakey', 'Mary J. Blige', 'Luther Campbell', 'Jimmy Cliff', 'Clive Davis', 'DJ Yella', 'Dr. Dre', 'Eazy-E', 'Kid Capri', 'Suge Knight', 'KRS-One', 'LL Cool J', 'MC Ren', 'Ralph McDaniels', 'Charles Oakley', 'Rakim', 'Max Roach', 'Diana Ross', 'Snoop Dogg', 'Emmett Malloy']",Biggie: I Got a Story to Tell,MOVIE,"Christopher Wallace, AKA The Notorious B.I.G., remains one of Hip-Hop’s icons, renowned for his distinctive flow and autobiographical lyrics. This documentary celebrates his life via rare behind-the-scenes footage and the testimonies of his closest friends and family.",2021.0,R,97.0,"['documentation', 'music']",['US'],0.0,6.8,7.2
13,tm1001267,"['Valery Smekalov', 'Irina Obrezkova', 'Alexey Makretsky', 'Regina Shchukina', 'Kseniya Brzhezovskaya', 'Yuliya Zorkina', 'Aleksey Tsitsilin']",Secret Magic Control Agency,MOVIE,"The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.",2021.0,,103.0,"['comedy', 'family', 'fantasy', 'animation']","['RU', 'US']",0.0,6.2,7.2
14,tm1001619,"['Roy Chiu', 'Tiffany Hsu', 'Tsai Chen-Nan', 'Hsin-Ling Chung', 'Lan Wei-Hua', 'Peace Yang', 'LULU Huang', 'Xiao Ying Bai', 'Ching-Pu Tan', 'Xavier Lin', 'Kurt Hsiao', 'Lin Chih-ju', 'Chun Hong', 'Chen-Hao Yin']",Man in Love,MOVIE,"A-Cheng collects debts for a gangster and doesn't skimp on violence, but he can also be merciful to those who deserve it. He has a crush on Hao-ting, the daughter of one of the debtors, but he only knows the underworld and so embarks on a clumsy and primitive courtship that includes reducing the girl's debts in exchange for pity dates. But when Hao-ting catches a glimpse of the good in him, the clouds of melodrama thicken and A-Cheng is forced to come to terms with the real nature of his work.",2021.0,,115.0,"['romance', 'drama']",['TW'],0.0,6.9,7.3
15,tm1002408,"['Maximilian Jabs', 'Nono Jannik Konopka', 'Max Jabs']",Biking Borders - eine etwas andere Reise,MOVIE,"Best friends Max and Nono bike from Berlin to Beijing, collecting donations to build a school for a unique fundraising adventure in this documentary.",2021.0,,89.0,['documentation'],['DE'],0.0,7.7,7.3
16,tm1002815,"['Winslow Fegley', 'Lidya Jewett', 'Krysten Ritter', 'Jill Frappier', 'Neil Emmanuel Lu', 'Jess Brown', 'Luxton Handspiker', 'Eden Gjoka', 'Khiyla Aynne', 'Liam Couvion', 'Stephen R. Hart', 'Miley Haik', 'Taylor Belle Puterman', ""Riley O'Donnell"", ""Evan O'Donnell"", 'David Yarovesky']",Nightbooks,MOVIE,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",2021.0,,103.0,"['family', 'fantasy', 'horror']","['CA', 'US']",0.0,5.7,6.3
17,tm1002869,"['David Spade', 'London Hughes', 'Fortune Feimster', 'Abigail Cowen', 'Hannah van der Westhuysen', 'Precious Mustapha', 'Eliot Salt', 'Elisha Applebaum', 'Joe Guidry']",Fate: The Winx Saga - The Afterparty,MOVIE,"Stars of the fiery hit discuss the show's magic, play trivia and chow down on hot wings. Then, Taylor Tomlinson shares how she would use fairy powers.",2021.0,PG-13,50.0,"['fantasy', 'reality', 'comedy']","['GB', 'IT']",0.0,6.2,8.9
18,tm1003034,"['Theo James', 'Mary McDonnell', 'Lara Pulver', 'Graham McTavish', 'Tom Canton', 'David Errigo Jr.', 'Jennifer Hale', 'Kari Wahlgren', 'Matthew Yang King', 'Darryl Kurylo', 'Keith Ferguson', 'Jennie Kwan', 'A.J. LoCascio', 'Michaela Dietz', 'Harry Hissrich', 'Adam Croasdell', 'Nolan North', 'Samia Mounts', 'Luke Youngblood', 'Ry Chase', 'Steve Blum', 'Dee Bradley Baker', 'Sara Cravens', 'JP Karliak', 'Andrew Morgado', 'Fred Tatasciore', 'Courtenay Taylor', 'Abby Trott', 'Han Kwang-il']",The Witcher: Nightmare of the Wolf,MOVIE,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",2021.0,,83.0,"['action', 'drama', 'fantasy', 'scifi', 'animation']","['US', 'PL', 'KR']",0.0,7.2,7.7
19,tm1003261,"['Nate Bargatze', 'Troy Miller']",Nate Bargatze: The Greatest Average American,MOVIE,"Tennessee-born comedian, actor, and podcast host Nate Bargatze is back with his second hour-long Netflix original comedy special, Nate Bargatze: The Greatest Average American. Nate reflects on being part of the Oregon Trail generation, meeting his wife while working at Applebee's and the hilariously relatable moments of being a father and husband.",2021.0,,60.0,['comedy'],['US'],0.0,7.3,7.1
20,tm1003353,"['Matthew Modine', 'Roger Rignack', 'Jillian Peterson', 'Courtney Rackley', 'Wallace Langham', 'Josh Stamberg', 'Jeff Rector', 'William-Christopher Stephens', 'Cullen Arbaugh', 'Leroy Edwards III', 'David Starzyk', ""Kristen O'Meara"", 'Angela Nicholas', 'Jeremy Sless', 'John Coluccio', 'Graham Outerbridge', 'Sarah Chaney', 'George Tovar', 'Cristina Frias', 'Ken Weiler', 'Angela Sprinkle', 'Gregory Gast', 'Gus Lynch', 'Chris Smith']",Operation Varsity Blues: The College Admissions Scandal,MOVIE,"An examination that goes beyond the celebrity-driven headlines and dives into the methods used by Rick Singer, the man at the center of the shocking 2019 college admissions scandal, to persuade his wealthy clients to cheat an educational system already designed to benefit the privileged.",2021.0,R,100.0,"['drama', 'documentation', 'crime']",['US'],0.0,6.9,7.0
21,tm1003376,"['Edmilson Filho', 'Matheus Nachtergaele', 'Leandro Ramos', 'Letícia Lima', 'Juliano Cazarré', 'Evelyn Castro', 'Falcão', 'Rossicléa', 'Victor Allen', 'Jéssica Tamochunas', 'Eyrio Okura', 'Renan Medeiros', 'Marianna Armellini', 'Emerson Ceará', 'Cristiane Wersom', 'Bolachinha', 'Rafael Portugal', 'Haroldo Guimarães', 'Vitor Brandt']",Get the Goat,MOVIE,"Bruceuilis, a policeman from the countryside, is assigned to rescue Celestina, a goat considered heritage of his small city, and travels to São Paulo. There, he meets police clerk Trindade, who decides to venture out into the field, even though it is not his specialty.",2021.0,,105.0,"['comedy', 'action', 'crime']",['BR'],0.0,6.0,6.9
22,tm1003725,"['Brooke Shields', 'Cary Elwes', 'Lee Ross', 'Andi Osho', 'Tina Gray', 'Eilidh Loan', 'Stephen Oswald', 'Vanessa Grasse', 'Desiree Burch', 'Anthony Strachan', 'Drew Barrymore', 'John Stahl', 'Timothy Barrow', 'Mark Fleischmann', 'Suanne Braun', 'Mary Lambert']",A Castle for Christmas,MOVIE,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle - and faces off with the grumpy duke who owns it.",2021.0,,98.0,"['romance', 'comedy', 'drama', 'family']","['GB', 'US']",0.0,5.5,5.8
23,tm1004011,"['Sooraj Pancholi', 'Isabelle Kaif', 'Sammy Jonas Heaney', ""Waluscha D' Souza"", 'Rajpal Yadav', 'Saqib Saleem', ""Stanley D'Costa""]",Time to Dance,MOVIE,"When a ballroom dancer’s shot at a crucial tournament is jeopardized, a street dancer must face his own painful past and step up as her new partner.",2021.0,,2.0,"['romance', 'drama']",['IN'],0.0,2.2,4.0
24,tm1004219,"['Funke Akindele', 'Blossom Chukwujekwu', 'Sharon Ooja', 'Chinaza Onuzo']",Who's the Boss,MOVIE,"This narrates the story of a Young and ambitious employee who tries to work her way to the top, but keeps being de-valued. She decided to take a bold step which ends her in a position she deserves to be and without love for a long time.",2020.0,,105.0,"['comedy', 'romance']",[],0.0,5.7,4.0
25,tm1005109,"['Jun Ji-hyun', 'Park Byung-eun', 'Kim Si-a', 'Kim Roi-ha', 'Koo Kyo-hwan', 'Jung Suk-won', 'Ji Hyun-jun', 'Kwon Bum-taek', 'Han Sung-soo', 'Kim Dan-ho', 'Kim Seong-hun']",Kingdom: Ashin of the North,MOVIE,"""Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of """"Kingdom.""""""",2021.0,,92.0,"['fantasy', 'horror', 'thriller', 'action', 'drama']",['KR'],0.0,7.2,7.459
26,tm1005937,"['Blossom Chukwujekwu', 'Elozanam Ogbolu', 'Charles Inojie', 'Nse Ikpe-Etim', 'Baaj Adebule', 'Chris Okagbue', 'Chuks Chyk', 'Belinda Effah', 'Olakunle Fawole', 'Adebayo Salami', 'Saeed Mohammed', 'Elvina Ibru', 'Seyi Babatope']",Sanitation Day,MOVIE,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,2020.0,,104.0,"['thriller', 'crime']",['NG'],0.0,3.3,0.0
27,tm1006127,"['Michael J. Woodard', 'Mary Lambert', 'Annie Potts', 'Vincent Rodriguez III', 'Tony Hale', 'Jonathan van Ness', 'Haley Tju', 'Brett Gelman', 'Flea', 'Jennifer Coolidge', 'Phil LaMarr', 'Dee Bradley Baker', 'Fred Tatasciore', 'Ryan Crego']",Arlo the Alligator Boy,MOVIE,"A young humanoid alligator travels to the big city in hopes of reuniting with his estranged father, meeting a colorful cast of characters along the way.",2021.0,,90.0,"['animation', 'comedy', 'family']",['US'],0.0,6.4,6.9
28,tm100688,"['Luis Tosar', 'Gael García Bernal', 'Juan Carlos Aduviri', 'Karra Elejalde', 'Raúl Arévalo', 'Cassandra Ciangherotti', 'Carlos Santos', 'Milena Soliz', 'Leónidas Chiri', 'Ezequiel Díaz', 'Pau Cólera', 'Vicente Romero', 'Antonio Mora', 'Daniel Currás', 'Sonia Ovando', 'Jorge Ortiz', 'Luis Bredow', 'Bernardo Arancibia Flores', 'Alejandro Lanza', 'Fernando Cervantes', 'Oscar-Ricardo Encinas', 'Ivan Candia', 'Andrea Camponovo', 'Diego Ortiz', 'Alejandra Lanza', 'Najwa Nimri', 'Javier B. Suarez', 'Icíar Bollaín']",Even the Rain,MOVIE,"As a director and his crew shoot a controversial film about Christopher Columbus in Cochabamba, Bolivia, local people rise up against plans to privatize the water supply.",2010.0,,104.0,"['drama', 'european', 'history']","['FR', 'MX', 'ES']",0.0,7.4,6.9
29,tm101249,"['Bruce Willis', 'Tracy Morgan', 'Seann William Scott', 'Ana de la Reguera', 'Adam Brody', 'Kevin Pollak', 'Guillermo Díaz', 'Rashida Jones', 'Michelle Trachtenberg', 'Jason Lee', ""John D'Leo"", 'Juan Carlos Hernández', 'Francie Swift', 'Sean Cullen', 'Cory Fernandez', 'Alberto Bonilla', 'Hannah Ware', 'Fred Armisen', 'Susie Essman', 'Jim Norton', 'Jayce Bartok', 'Larissa Drekonja', 'Mark Consuelos', 'Eddie J. Fernandez', 'Kevin Smith']",Cop Out,MOVIE,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup—except for each other.",2010.0,R,107.0,"['crime', 'action', 'comedy', 'thriller']",['US'],0.0,5.5,5.6
30,tm1013111,"['Tamar Novas', 'Verónica Forqué', 'Andrea Ros', 'Peter Vives', 'Fermí Reixach', 'Yan Huang', 'Daniel Barea Cabrera', 'Sergio Pozo', 'Natalia Agüero Avecilla', 'Álvaro Fernández Armero']",1000 Miles from Christmas,MOVIE,"A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit.",2021.0,,102.0,"['comedy', 'romance', 'fantasy', 'family']",['ES'],0.0,5.7,6.3
31,tm101334,"['Chris Rock', 'Martin Lawrence', 'Zoe Saldaña', 'Tracy Morgan', 'Regina Hall', 'James Marsden', 'Luke Wilson', 'Columbus Short', 'Peter Dinklage', 'Danny Glover', 'Loretta Devine', 'Kevin Hart', 'Keith David', 'Ron Glass', 'Regine Nehy', 'Leslie Rivers', 'Jamison Yang', 'Youlanda Davis', 'Katelyn Statton', 'Neil LaBute']",Death at a Funeral,MOVIE,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",2010.0,R,92.0,"['comedy', 'drama']",['US'],0.0,5.7,5.8
32,tm1013697,"['Idia Aisien', 'Bovi Ugboma', 'Beverly Osu', 'Chioma Chukwuka Akpotha', 'Beverly Naya', 'Shaffy Bello-Akinrimisi', 'Bimbo Ademoye', 'Waje', 'Larry Gaaga', 'Kenneth Okolie', 'Tosin Igho']",Nneka the Pretty Serpent,MOVIE,"When her parents are murdered, Nneka encounters the Queen of the Coast who offers to help her in revealing the identities of people who killed her parents. This changes the course of her life as she sets out on a mission of revenge.",2020.0,,140.0,"['horror', 'thriller', 'fantasy']",['NG'],0.0,3.7,3.8
33,tm1014599,"['Richard Mofe-Damijo', 'Ego Nwosu', 'Keppy Ekpenyong-Bassey', 'Ademola Adedoyin', 'Zainab Balogun', 'Segun Arinze', 'Nse Ikpe-Etim', 'Tina Mba', 'Baaj Adebule', 'Bofie Itombra', 'Kameel Audu', 'Seyi Babatope']",Fine Wine,MOVIE,A beautiful love story that can happen between two people regardless of their age gaps.,2021.0,,100.0,"['romance', 'drama']",['NG'],0.0,6.8,0.0
34,tm1014947,"['Nikolaj Coster-Waldau', 'Joe Cole', 'Charles Dance', 'Heida Reed', 'Gísli Örn Garðarsson', 'Sam Redford', 'Diarmaid Murtagh', 'Ed Speleers', 'Frankie Wilson', 'Nick Jameson', 'Þorsteinn Bachmann', 'Árni Þór Lárusson', 'Haukur M. Hrafnsson', 'Peter Flinth']",Against the Ice,MOVIE,"In 1909, two explorers fight to survive after they're left behind while on a Denmark expedition in ice-covered Greenland.",2022.0,,102.0,"['drama', 'history', 'action']","['DK', 'IS']",0.0,6.5,6.9
35,tm101540,"['Boman Irani', 'Minissha Lamba', 'Sammir Dattani', 'Ravi Kishan', 'Ila Arun', 'Shyam Benegal']",Well Done Abba,MOVIE,"This is the story of Armaan Ali, a driver working for a senior executive in Mumbai. He takes a month's leave to find a husband for his teenage daughter, who lives near Hyderabad. When he is delayed and returns to work after three months, his employer threatens to sack him. But he is persuaded to listen to the reason for Armaan Ali's delay. The story he relates is delightful, hilarious -- and poignant.",2010.0,,144.0,['comedy'],['IN'],0.0,7.2,5.3
36,tm1015884,"['Anthony Goss', 'Phumi Mthembu', 'Thami Buti', 'Makhosozana Ndlovu', 'Zandile Lujabe', 'Nji Alain', 'Boipelo Nokukhanya Tau', 'James Raynolds', 'Bongani Dlamini', 'Roget Ellis', 'Bridget Pike', 'Gontse Ntshegang', 'Muzi Mthembu']",African America,MOVIE,"Upon discovering her acceptance into Julliard, Nompumelelo, a cynical South African, embezzles funds from her workplace and abandons her fiancé to live out her Broadway dream in New York City only to discover that 2017 U.S.A. is not as welcoming as she had dreamed. There she learns about true love, true happiness, and true citizenship.",2021.0,,96.0,['drama'],['ZA'],0.0,5.2,0.0
37,tm101609,"['Ajay Devgn', 'Ranbir Kapoor', 'Manoj Bajpayee', 'Katrina Kaif', 'Arjun Rampal', 'Nana Patekar', 'Naseeruddin Shah', 'Sarah Thompson', 'Chetan Pandit', 'Vinay Apte', 'Darshan Jariwala', 'Shruti Seth', 'Kiran Karmarkar', 'Daya Shankar Pandey', 'Prakash Jha']",Raajneeti,MOVIE,"It is the story of a fiercely fought election campaign, where money power and corruption are the accepted norms, and where treachery and manipulation are routinely used weapons. As the personal drama of these conflict-ridden characters unfolds against this gritty backdrop, love and friendship become mere baits, and relationships get sacrificed at the altar of political alignments. The darkness that rises from their souls threatens to envelope all that they hold precious. Until eventually, in the crescendo of increasing violence, the line between good and evil blurs, making it impossible to distinguish heroes from villains. Raajneeti is the story of Indian democracy. And its ugly underside. It is about politics. And beyond.",2010.0,PG,167.0,"['drama', 'thriller', 'crime']",['IN'],0.0,7.1,6.3
38,tm101684,"['Sedef Avci', 'Cemal Hünal', 'Begüm Kütük', 'Engin Altan Düzyatan', 'Sinem Kobal', 'Burcu Kara', 'Ketche']",Romantik Komedi,MOVIE,"Esra, Didem ve Zeynep çok yakın arkadaş olmalarına rağmen birbirinden farklı hayatlar sürdüren farklı karakterlere sahip üç kişidir. Sessiz sakin olan Esra, deli dolu olan� Didem ve dominant karaktere sahip olan Zeynep.. Bu üç arkadaştan istikrarlı olarak ilişkisini sürdürebilmiş olan Zeynep'in düğünü hem Esra'nın hem de Didem'in hayatında değişik süprizlere neden olacaktır. İstemediği bir işte yıllardır çalışan Esra bir cesaret örneği göstererek, hayatını değiştirmeye karar verir. Bunun için ilk adımı atar ve işinden istifa eder, kötü giden ilişkisini sona erdirir. Uzun iş aramalarından sonra zar zor iş bulduğu reklam ajansına çalışmaya başlayana Esra'yı bir sürpriz bekliyordur.",2010.0,G,95.0,"['comedy', 'romance']",['TR'],0.0,5.3,4.7
39,tm1017664,"['Andrea Arcangeli', 'Valentina Bellè', 'Andrea Pennacchi', 'Antonio Zavatteri', 'Anna Ferruzzo', 'Riccardo Goretti', 'Roberto Turchetta', 'Martufello', 'Thomas Trabacchi', 'Marc Clotet', 'Simone Colombari', 'Alice Ottavi', 'Ginevra Ottavi', 'Matteo Pachera', 'Federico Pasquali', 'Beppe Rosso', 'Rebecca Mazo', 'Frédéric Moulin', 'Vito Luigi Fornarelli', 'Ruggero Cirasa', 'Mauro Macedonio', 'Beatrice Schiros', 'Gelsomina Pascucci', 'Lorenzo Salvetti', 'Giulia Cordioli', 'Vassilij Gianmaria Mangheras', 'Riccardo Marinari', 'Nilde Boso Chiusole', 'Leonardo Baroni', 'Fabio Castaldi', 'Marco De Angelis', 'Alessandro Errichetti', 'Vincenzo Tosetto', 'Letizia Lamartire']",Baggio: The Divine Ponytail,MOVIE,"Biographical film about Italian footballer Roberto Baggio, a man who inspired entire generations to play football. A unique footballer, capable of thrilling fans all over the world.",2021.0,,91.0,"['sport', 'drama']",['IT'],0.0,6.1,6.5
40,tm1018418,"['Joey Bada$$', 'Andrew Howard', 'Zaria', 'Mona Sishodia', 'Cameron Early', 'Jeremy Rivette', 'Trevor Morgan', 'Jeff Bragg', 'Ana Gonzalez', 'Michael Moravek', 'Annie Hsu', 'Shane Kroll', 'Aizhan Lighg', 'Sterling Temple Howard', 'Timmy Hall', 'Michael Chenette', 'Travon Free', 'Martin Desmond Roe']",Two Distant Strangers,MOVIE,A man trying to get home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.,2021.0,R,32.0,['drama'],['US'],0.0,0.0,7.4
41,tm1018427,"['Hadley Robinson', 'Lauren Tsai', 'Alycia Pascual-Peña', 'Nico Hiraga', 'Sabrina Haskett', 'Patrick Schwarzenegger', 'Sydney Park', 'Anjelika Washington', 'Josie Totah', 'Amy Poehler', 'Ike Barinholtz', 'Marcia Gay Harden', 'Josephine Langford', 'Joshua Darnell Walker', 'Clark Gregg', 'Charlie Hall', 'Avery Bagenstos', 'Ron Perkins', 'Roman Arabia', 'Greg Poehler', 'Helen Slayton-Hughes', 'Xander Evans', 'Avantika Vandanapu', 'Kevin Dorff', 'Carla Valentine', 'Corey Fogelmanis', 'Cooper Mothersbaugh', 'Gracie Lawrence', 'Brady Reiter', 'Ji-young Yoo', 'Aaron Holliday', 'Amy Poehler']",Moxie,MOVIE,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",2021.0,PG-13,111.0,"['music', 'comedy', 'drama']",['US'],0.0,6.7,7.431
